FECHA,AÑO,MES,ASESOR,CIUDAD,CLASIFICACION,CATEGORIA,PRODUCTO,CANTIDAD,VALOR_U,VENTA_TOTAL
2016-01-29,2016,01,Ana Maria,Cali,Nacionales,Coadyuvantes,Fluyex,49.0,41653.3689343989,2041015.0
2016-01-31,2016,01,Camila,Barranquilla,Importados,Bioestimulantes,Aminogib,17.0,42124.0438239538,716109.0
2016-01-31,2016,01,Camila,Medellín,Nacionales,Coadyuvantes,Siliconex,36.0,41500.5924948385,1494021.0
2016-01-31,2016,01,Juliana,Cali,Nacionales,Foliares,Desarrollo,40.0,40670.3528535908,1626814.0
2016-01-31,2016,01,Juliana,Barranquilla,Nacionales,Edáficos,Menores,11.0,39327.77202109,432605.0
2016-01-31,2016,01,Juliana,Barranquilla,Nacionales,Coadyuvantes,Aquafull,47.0,37381.8014121434,1756945.0
2016-02-01,2016,02,Camila,Barranquilla,Nacionales,Foliares,Creciplant,19.0,29285.0,556415.0
2016-02-01,2016,02,Camila,Cartagena,Importados,Bioestimulantes,Aminogib,29.0,41679.6032725053,1208708.0
2016-02-01,2016,02,Juliana,Cali,Nacionales,Foliares,Creciplant,19.0,41039.1767834388,779744.0
2016-02-01,2016,02,Ana Maria,Cali,Importados,Especiales,Fruit Cover,18.0,39539.1899222999,711705.0
2016-02-03,2016,02,Camila,Cartagena,Nacionales,Edáficos,Zinc,20.0,40897.2027183927,817944.0
2016-02-03,2016,02,Ana Maria,Medellín,Importados,Fertirrigación,Frutales,44.0,40059.2470953491,1762607.0
2016-02-03,2016,02,Juliana,Bogotá,Nacionales,Edáficos,Campofos,31.0,36925.0152898213,1144675.0
2016-02-04,2016,02,Camila,Cartagena,Nacionales,Foliares,Molib-K,16.0,26979.0,431664.0
2016-02-04,2016,02,Juliana,Medellín,Importados,Bioestimulantes,Actiplant,44.0,42779.9022766123,1882316.0
2016-02-05,2016,02,Camila,Barranquilla,Nacionales,Edáficos,Campofos,42.0,43803.0414627595,1839728.0
2016-02-05,2016,02,Ana Maria,Cartagena,Importados,Fertirrigación,Humus 15,41.0,43156.4421882562,1769414.0
2016-02-05,2016,02,Juliana,Cali,Importados,Bioestimulantes,Cogollando,14.0,37516.0594953935,525225.0
2016-02-06,2016,02,Camila,Barranquilla,Importados,Bioestimulantes,Aminogib,14.0,43975.8794549895,615662.0
2016-02-06,2016,02,Juliana,Medellín,Importados,Bioestimulantes,Actiplant,45.0,39946.5937611277,1797597.0
2016-02-07,2016,02,Camila,Cali,Nacionales,Edáficos,Zinc,30.0,41698.1216288156,1250944.0
2016-02-07,2016,02,Camila,Barranquilla,Nacionales,Coadyuvantes,Trionex,45.0,39911.1002448662,1796000.0
2016-02-07,2016,02,Ana Maria,Medellín,Nacionales,Edáficos,Campofos,46.0,37548.4666189366,1727229.0
2016-02-08,2016,02,Camila,Barranquilla,Nacionales,Edáficos,Boro,35.0,43361.6873040293,1517659.0
2016-02-08,2016,02,Camila,Cali,Importados,Fertirrigación,Calcio,33.0,43269.0955224775,1427880.0
2016-02-08,2016,02,Ana Maria,Cali,Nacionales,Coadyuvantes,Trionex,33.0,41929.6010826951,1383677.0
2016-02-08,2016,02,Juliana,Cartagena,Nacionales,Coadyuvantes,Siliconex,23.0,39732.0894671995,913838.0
2016-02-09,2016,02,Juliana,Barranquilla,Importados,Fertirrigación,Calcio,37.0,37275.0,1379175.0
2016-02-09,2016,02,Ana Maria,Bogotá,Importados,Especiales,Solugybb,26.0,43006.7521414141,1118176.0
2016-02-09,2016,02,Camila,Cali,Importados,Bioestimulantes,Aminogib,34.0,37036.1254276834,1259228.0
2016-02-10,2016,02,Juliana,Cartagena,Importados,Especiales,Solugybb,35.0,42672.0,1493520.0
2016-02-10,2016,02,Juliana,Bogotá,Nacionales,Edáficos,Boro,37.0,42878.6668436008,1586511.0
2016-02-10,2016,02,Camila,Cali,Importados,Bioestimulantes,Cogollando,35.0,42199.6604455544,1476988.0
2016-02-10,2016,02,Juliana,Bogotá,Importados,Fertirrigación,Humus 15,31.0,37199.7042417582,1153191.0
2016-02-11,2016,02,Juliana,Cali,Nacionales,Foliares,Desarrollo,15.0,26057.0,390855.0
2016-02-11,2016,02,Juliana,Medellín,Nacionales,Edáficos,Campofos,12.0,40877.0,490524.0
2016-02-11,2016,02,Juliana,Cali,Importados,Fertirrigación,Manganeso,42.0,50591.0,2124822.0
2016-02-11,2016,02,Ana Maria,Cali,Importados,Especiales,Fruit Cover,21.0,42434.2262921523,891119.0
2016-02-12,2016,02,Juliana,Bogotá,Nacionales,Coadyuvantes,Fluyex,57.0,33559.0,1912863.0
2016-02-12,2016,02,Juliana,Bogotá,Nacionales,Foliares,Creciplant,44.0,43478.9702273282,1913075.0
2016-02-12,2016,02,Ana Maria,Bogotá,Importados,Especiales,Fruit Cover,43.0,42452.7446484626,1825468.0
2016-02-12,2016,02,Ana Maria,Barranquilla,Nacionales,Edáficos,Boro,15.0,41324.6681098901,619870.0
2016-02-12,2016,02,Camila,Bogotá,Nacionales,Edáficos,Boro,37.0,37789.2052509712,1398201.0
2016-02-13,2016,02,Camila,Medellín,Nacionales,Foliares,Fertiverdor,17.0,63922.0,1086674.0
2016-02-14,2016,02,Juliana,Barranquilla,Nacionales,Coadyuvantes,Aquafull,38.0,40907.0,1554466.0
2016-02-14,2016,02,Juliana,Cartagena,Importados,Fertirrigación,Humus 15,15.0,42852.4325054945,642786.0
2016-02-14,2016,02,Ana Maria,Cartagena,Nacionales,Foliares,Fertiverdor,49.0,40273.7513892774,1973414.0
2016-02-14,2016,02,Juliana,Bogotá,Nacionales,Edáficos,Zinc,22.0,37563.8985825286,826406.0
2016-02-14,2016,02,Ana Maria,Barranquilla,Importados,Especiales,Solugybb,15.0,37113.2852456432,556699.0
2016-02-15,2016,02,Ana Maria,Cali,Nacionales,Coadyuvantes,Trionex,37.0,64755.0,2395935.0
2016-02-15,2016,02,Camila,Cartagena,Importados,Bioestimulantes,Cogollando,38.0,42472.8062011322,1613967.0
2016-02-15,2016,02,Camila,Bogotá,Importados,Fertirrigación,Humus 15,30.0,39610.1769548229,1188305.0
2016-02-16,2016,02,Camila,Medellín,Importados,Bioestimulantes,Actiplant,16.0,34199.0,547184.0
2016-02-16,2016,02,Juliana,Bogotá,Importados,Fertirrigación,Manganeso,24.0,50591.0,1214184.0
2016-02-16,2016,02,Ana Maria,Cali,Nacionales,Edáficos,Boro,22.0,42999.0361596182,945979.0
2016-02-16,2016,02,Camila,Barranquilla,Nacionales,Coadyuvantes,Siliconex,49.0,38508.3347543567,1886908.0
2016-02-16,2016,02,Ana Maria,Bogotá,Importados,Fertirrigación,Manganeso,21.0,37994.4503667444,797883.0
2016-02-17,2016,02,Ana Maria,Cartagena,Nacionales,Coadyuvantes,Fluyex,19.0,33559.0,637621.0
2016-02-17,2016,02,Camila,Bogotá,Importados,Especiales,Fruit Cover,30.0,43174.9605445665,1295249.0
2016-02-17,2016,02,Ana Maria,Bogotá,Nacionales,Coadyuvantes,Siliconex,39.0,39083.946996337,1524274.0
2016-02-18,2016,02,Juliana,Bogotá,Importados,Fertirrigación,Hierro,29.0,58570.0,1698530.0
2016-02-18,2016,02,Juliana,Bogotá,Importados,Fertirrigación,Hierro,24.0,58570.0,1405680.0
2016-02-18,2016,02,Juliana,Medellín,Importados,Fertirrigación,Calcio,37.0,37275.0,1379175.0
2016-02-18,2016,02,Ana Maria,Barranquilla,Nacionales,Edáficos,Zinc,15.0,43880.2012807193,658203.0
2016-02-18,2016,02,Juliana,Bogotá,Importados,Fertirrigación,Hierro,18.0,43866.3125134865,789594.0
2016-02-18,2016,02,Camila,Bogotá,Nacionales,Foliares,Triplehoja,49.0,40380.2319380619,1978631.0
2016-02-18,2016,02,Juliana,Bogotá,Nacionales,Coadyuvantes,Siliconex,26.0,39997.5192409812,1039936.0
2016-02-18,2016,02,Camila,Cartagena,Nacionales,Coadyuvantes,Aquafull,18.0,37408.0357502497,673345.0
2016-02-19,2016,02,Ana Maria,Cali,Nacionales,Coadyuvantes,Aquafull,47.0,42989.776981463,2020520.0
2016-02-19,2016,02,Juliana,Cartagena,Importados,Bioestimulantes,Actiplant,16.0,41986.6993479853,671787.0
2016-02-19,2016,02,Camila,Medellín,Nacionales,Foliares,Fertiverdor,37.0,40420.355043401,1495553.0
2016-02-19,2016,02,Camila,Cali,Importados,Bioestimulantes,Zin Stress,50.0,37233.6545616606,1861683.0
2016-02-20,2016,02,Ana Maria,Barranquilla,Importados,Bioestimulantes,Actiplant,28.0,34199.0,957572.0
2016-02-20,2016,02,Ana Maria,Barranquilla,Nacionales,Foliares,Fertiverdor,30.0,42701.1992622933,1281036.0
2016-02-20,2016,02,Camila,Medellín,Nacionales,Coadyuvantes,Aquafull,40.0,41261.397059163,1650456.0
2016-02-20,2016,02,Camila,Cartagena,Importados,Fertirrigación,Frutales,25.0,39093.2061744922,977330.0
2016-02-20,2016,02,Ana Maria,Cartagena,Importados,Fertirrigación,Calcio,45.0,39014.5031601731,1755653.0
2016-02-20,2016,02,Ana Maria,Bogotá,Importados,Fertirrigación,Manganeso,35.0,37840.1307308247,1324405.0
2016-02-21,2016,02,Ana Maria,Barranquilla,Nacionales,Coadyuvantes,Fluyex,16.0,33559.0,536944.0
2016-02-21,2016,02,Camila,Cartagena,Nacionales,Edáficos,Zinc,37.0,30773.0,1138601.0
2016-02-21,2016,02,Ana Maria,Medellín,Importados,Fertirrigación,Hierro,16.0,42224.3515873016,675590.0
2016-02-21,2016,02,Camila,Medellín,Importados,Especiales,Solugybb,42.0,38940.4297349317,1635498.0
2016-02-22,2016,02,Ana Maria,Cartagena,Nacionales,Foliares,Creciplant,22.0,29285.0,644270.0
2016-02-22,2016,02,Juliana,Barranquilla,Nacionales,Foliares,Molib-K,44.0,43965.0770804751,1934463.0
2016-02-22,2016,02,Ana Maria,Bogotá,Nacionales,Edáficos,Boro,43.0,43707.3632884893,1879417.0
2016-02-22,2016,02,Camila,Barranquilla,Nacionales,Foliares,Desarrollo,19.0,42580.8299462759,809036.0
2016-02-22,2016,02,Juliana,Bogotá,Importados,Fertirrigación,Humus 15,40.0,41829.2933193473,1673172.0
2016-02-22,2016,02,Camila,Cartagena,Nacionales,Foliares,Molib-K,20.0,40255.233032967,805105.0
2016-02-23,2016,02,Juliana,Medellín,Importados,Fertirrigación,Hierro,41.0,43772.1775355755,1794659.0
2016-02-23,2016,02,Juliana,Bogotá,Nacionales,Coadyuvantes,Fluyex,40.0,41891.0211737152,1675641.0
2016-02-23,2016,02,Camila,Cartagena,Nacionales,Edáficos,Zinc,42.0,37810.81,1588054.0
2016-02-23,2016,02,Ana Maria,Medellín,Importados,Bioestimulantes,Cogollando,11.0,37536.121048063,412897.0
2016-02-24,2016,02,Ana Maria,Barranquilla,Importados,Bioestimulantes,Actiplant,30.0,34199.0,1025970.0
2016-02-25,2016,02,Camila,Medellín,Importados,Fertirrigación,Manganeso,39.0,50591.0,1973049.0
2016-02-25,2016,02,Camila,Cali,Nacionales,Foliares,Triplehoja,48.0,42333.9185288045,2032028.0
2016-02-25,2016,02,Camila,Barranquilla,Importados,Especiales,Solugybb,20.0,41262.9402555222,825259.0
2016-02-25,2016,02,Ana Maria,Cali,Nacionales,Coadyuvantes,Trionex,36.0,40386.4047234987,1453911.0
2016-02-25,2016,02,Juliana,Medellín,Nacionales,Foliares,Fertiverdor,44.0,37386.431001221,1645003.0
2016-02-26,2016,02,Camila,Cali,Nacionales,Edáficos,Boro,49.0,42394.0,2077306.0
2016-02-26,2016,02,Camila,Cali,Importados,Fertirrigación,Calcio,37.0,43711.9928775669,1617344.0
2016-02-26,2016,02,Camila,Barranquilla,Nacionales,Coadyuvantes,Siliconex,10.0,41594.7274727495,415947.0
2016-02-26,2016,02,Camila,Medellín,Importados,Bioestimulantes,Actiplant,12.0,38150.3131990232,457804.0
2016-02-27,2016,02,Ana Maria,Cali,Nacionales,Coadyuvantes,Fluyex,36.0,33559.0,1208124.0
2016-02-27,2016,02,Camila,Medellín,Nacionales,Foliares,Rendimiento,32.0,43306.1322350982,1385796.0
2016-02-27,2016,02,Ana Maria,Cali,Nacionales,Coadyuvantes,Fluyex,18.0,40327.7632618492,725900.0
2016-02-27,2016,02,Camila,Cali,Importados,Bioestimulantes,Cogollando,32.0,37448.1588555888,1198341.0
2016-02-28,2016,02,Juliana,Barranquilla,Importados,Fertirrigación,Manganeso,36.0,43659.5242013542,1571743.0
2016-02-29,2016,02,Ana Maria,Bogotá,Importados,Fertirrigación,Frutales,39.0,46085.0,1797315.0
2016-02-29,2016,02,Camila,Medellín,Importados,Fertirrigación,Hierro,46.0,43827.7326045066,2016076.0
2016-02-29,2016,02,Camila,Medellín,Nacionales,Foliares,Fertiverdor,31.0,42534.5340555001,1318571.0
2016-02-29,2016,02,Camila,Medellín,Nacionales,Edáficos,Zinc,45.0,41051.5223543124,1847319.0
2016-02-29,2016,02,Ana Maria,Medellín,Importados,Fertirrigación,Hierro,21.0,40681.1552281052,854304.0
2016-02-29,2016,02,Juliana,Cartagena,Importados,Fertirrigación,Manganeso,33.0,37870.9946580086,1249743.0
2016-03-01,2016,03,Ana Maria,Cartagena,Importados,Especiales,Fruit Cover,18.0,40215.1099276279,723872.0
2016-03-02,2016,03,Camila,Bogotá,Nacionales,Coadyuvantes,Aquafull,37.0,40907.0,1513559.0
2016-03-02,2016,03,Ana Maria,Cartagena,Importados,Especiales,Solugybb,43.0,41778.3678394938,1796470.0
2016-03-02,2016,03,Camila,Cartagena,Importados,Fertirrigación,Humus 15,21.0,38798.4556698857,814768.0
2016-03-02,2016,03,Camila,Cali,Importados,Especiales,Solugybb,11.0,38019.1415084915,418211.0
2016-03-03,2016,03,Ana Maria,Medellín,Importados,Especiales,Solugybb,39.0,42672.0,1664208.0
2016-03-03,2016,03,Ana Maria,Cali,Importados,Fertirrigación,Frutales,19.0,46085.0,875615.0
2016-03-03,2016,03,Ana Maria,Barranquilla,Nacionales,Foliares,Desarrollo,14.0,43645.6354341214,611039.0
2016-03-03,2016,03,Juliana,Bogotá,Nacionales,Coadyuvantes,Fluyex,46.0,42017.5632751693,1932808.0
2016-03-03,2016,03,Juliana,Medellín,Nacionales,Foliares,Rendimiento,31.0,38205.8682679543,1184382.0
2016-03-04,2016,03,Juliana,Medellín,Importados,Fertirrigación,Humus 15,32.0,31841.0,1018912.0
2016-03-04,2016,03,Camila,Bogotá,Importados,Bioestimulantes,Actiplant,40.0,34199.0,1367960.0
2016-03-04,2016,03,Ana Maria,Barranquilla,Importados,Bioestimulantes,Cogollando,49.0,54073.0,2649577.0
2016-03-04,2016,03,Camila,Cartagena,Importados,Fertirrigación,Calcio,37.0,43537.6116889777,1610892.0
